instruction,input,output
Terjemahkan ke bahasa Indonesia baku.,Slalu berharap mimpi deng khayal,Selalu berharap mimpi bersama khayalanmu
Terjemahkan ke bahasa Indonesia baku.,Sa masih mau koi dampingi,Aku masih ingin mendampingi kamu
Terjemahkan ke bahasa Indonesia baku.,Sa setia deng tenaga,Aku setia dengan seluruh tenagaku
Terjemahkan ke bahasa Indonesia baku.,Tra sama sprti yang ko ingin,Tak sama seperti yang kamu inginkan
Terjemahkan ke bahasa Indonesia baku.,"Jadi buktikan, bukan tangisan","Jadi buktikan, bukan hanya tangisan"
Terjemahkan ke bahasa Indonesia baku.,Atau argument ko sa jumpa,Atau argumen yang aku temui
Terjemahkan ke bahasa Indonesia baku.,Cinta menjamin sperti dirahim,Cinta menjamin seperti di dalam rahim
Terjemahkan ke bahasa Indonesia baku.,Yooo melangkah jauh lebih baik,"Yup, melangkah menjauh lebih baik"
Terjemahkan ke bahasa Indonesia baku.,Bersama tong gaik tali cinta yang utuh,Bersama kita ikat tali cinta yang utuh
Terjemahkan ke bahasa Indonesia baku.,Biar ko rasa dan ko dengar,Biar kamu merasakan dan mendengar
Terjemahkan ke bahasa Indonesia baku.,Tra bisa mengerti ko tetap dihati,Tidak bisa mengerti kamu tetap di hati
Terjemahkan ke bahasa Indonesia baku.,Dan trakan terganti.. sa tetap menanti,Dan meski terganti aku tetap menanti
Terjemahkan ke bahasa Indonesia baku.,Tanpa rembulan ko kan hiasi,"Tanpa bulan, kamu yang akan mewarnai"
Terjemahkan ke bahasa Indonesia baku.,Ikuti dan ko pun pahami,Ikuti dan kamu pun akan paham
Terjemahkan ke bahasa Indonesia baku.,Karna ko yang bisa sirami,Karena kamu yang bisa menyirami
Terjemahkan ke bahasa Indonesia baku.,Tolong hiasi.rindu dihati,Tolong hias rinduku di hati
Terjemahkan ke bahasa Indonesia baku.,Penuhi kasihagar tak mati,Penuhi kasih agar tidak mati
Terjemahkan ke bahasa Indonesia baku.,Ingat sa curhat di tiap bait,Ingat aku curhat di tiap bait
Terjemahkan ke bahasa Indonesia baku.,Tolong ko dengar 2x,Tolong kamu dengar dua kali
Terjemahkan ke bahasa Indonesia baku.,Sa trus bersabar 2x,Aku terus bersabar dua kali
Terjemahkan ke bahasa Indonesia baku.,Dengar sayang sa rindu ko 2x,"Dengar sayang, aku rindu kamu dua kali"
Terjemahkan ke bahasa Indonesia baku.,Sa rindu ko 2x,Aku rindu kamu dua kali
Terjemahkan ke bahasa Indonesia baku.,Tambah dulu sa rasa kurang,"Tambah dulu, aku rasa masih kurang"
Terjemahkan ke bahasa Indonesia baku.,Sa mo mabuk skali baru sa masuk,Aku mau benar-benar mabuk dulu baru aku masuk
Terjemahkan ke bahasa Indonesia baku.,Kalo su habis kam kas tau,"Kalau sudah habis, kalian kasih tahu"
Terjemahkan ke bahasa Indonesia baku.,Bandar jang bingung disitu,Bandar jangan bingung di situ
Terjemahkan ke bahasa Indonesia baku.,Toki ditempat acara,Pukul musik di tempat acara
Terjemahkan ke bahasa Indonesia baku.,"Hm, jadi coba paksa berdiri saja","Ayo, coba paksa diri berdiri saja"
Terjemahkan ke bahasa Indonesia baku.,Panta serong pigi stom tiga kali,Kapal serong pergi menabrak tiga kali
Terjemahkan ke bahasa Indonesia baku.,Ko su bawa pigi sa pu jantung hati,Kau sudah bawa pergi jantung hatiku
Terjemahkan ke bahasa Indonesia baku.,Diam tra suara menangis mata bara,"Diam tanpa suara, menangis dengan mata merah"
Terjemahkan ke bahasa Indonesia baku.,Ko kasih tinggal lara sa marah ko pu cara,"Kau tinggalkan luka, aku marah dengan caramu"
Terjemahkan ke bahasa Indonesia baku.,Ko su bawa dia su kluar muara,Kau sudah bawa dia keluar muara
Terjemahkan ke bahasa Indonesia baku.,Ko su tra kentara de lambai lenso merah,"Kau sudah tidak terlihat, dia melambaikan sapu tangan merah"
Terjemahkan ke bahasa Indonesia baku.,De lambai lenso merah,Dia melambaikan sapu tangan merah
Terjemahkan ke bahasa Indonesia baku.,Aro nanjika laut ko strika,"Aduh, kalau laut bergelombang kau setrika"
Terjemahkan ke bahasa Indonesia baku.,Oh Tuhan tolong doa sa Sorong,"Oh Tuhan, tolong doakan aku di Sorong"
Terjemahkan ke bahasa Indonesia baku.,"Wasior dan Serui Biak, Wamena, Jayapura dan Merauke","Wasior dan Serui, Biak, Wamena, Jayapura dan Merauke"
Terjemahkan ke bahasa Indonesia baku.,Oke mace kalo sampe jangan lupa oleh-oleh,"Oke tante, kalau sudah sampai jangan lupa oleh-oleh"
Terjemahkan ke bahasa Indonesia baku.,Jeruk di Nabire de pu manis,Jeruk di Nabire rasanya manis
Terjemahkan ke bahasa Indonesia baku.,Selesai rasa usaha ingat,"Selesai semua usaha, ingat selalu"
Terjemahkan ke bahasa Indonesia baku.,Dormommo tiap minggu kaco oh,Di Dormommo tiap minggu ramai
Terjemahkan ke bahasa Indonesia baku.,Mace oh jang lupa cakalang oh,"Tante, jangan lupa ikan cakalang"
Terjemahkan ke bahasa Indonesia baku.,Mungkin kalo sempat singga Raja Ampat,Mungkin kalau sempat singgah di Raja Ampat
Terjemahkan ke bahasa Indonesia baku.,Ingat tong pu tempat di senja Kaimana,Ingat tempat kita di senja Kaimana
Terjemahkan ke bahasa Indonesia baku.,Jangan lupa pala inga di kepala,Jangan lupa pala ingat di kepala
Terjemahkan ke bahasa Indonesia baku.,Embal kacang atau love pake tola-tola,Bawa kacang atau kue cinta pakai tola-tola
Terjemahkan ke bahasa Indonesia baku.,Merantau tuk kembali inga dalam hati,"Merantau untuk kembali, ingat di hati"
Terjemahkan ke bahasa Indonesia baku.,Bulan Mei kita ke Wamena sayang saya janji,"Bulan Mei kita ke Wamena sayang, aku janji"
Terjemahkan ke bahasa Indonesia baku.,Ko kenapa sayang bulan ini,"Kenapa kamu, sayang, bulan ini"
Terjemahkan ke bahasa Indonesia baku.,Ko berubah tra seperti biasa,Kamu berubah tidak seperti biasanya
Terjemahkan ke bahasa Indonesia baku.,Jujur sudah sayang sa tra mengerti,"Jujur, sayang, aku tidak mengerti"
Terjemahkan ke bahasa Indonesia baku.,Jang ko diam sembunyi dari sa,Jangan kamu diam dan sembunyi dariku
Terjemahkan ke bahasa Indonesia baku.,Sa tau pasti ko su bosan sama sa,Aku tahu pasti kamu sudah bosan denganku
Terjemahkan ke bahasa Indonesia baku.,Ko pu sempurna bikin sa terlena,Kamu begitu sempurna sampai aku terpesona
Terjemahkan ke bahasa Indonesia baku.,Sampe hati pun bicara kalo bumi sa punya,Sampai hati pun berkata seolah dunia ini milikku
Terjemahkan ke bahasa Indonesia baku.,Sunglah tong dua jadian,Akhirnya kita berdua jadi pasangan
Terjemahkan ke bahasa Indonesia baku.,"Tra pernah sa terlena, secepat ko karena",Aku tak pernah terpesona secepat ini karena kamu
Terjemahkan ke bahasa Indonesia baku.,"Langsung hati ko kas kena, sa pas di Waena","Langsung hatiku terkena, saat di Waena"
Terjemahkan ke bahasa Indonesia baku.,Yow dari awal tong berjumpa-jumpa,Dari awal kita sering bertemu
Terjemahkan ke bahasa Indonesia baku.,Su timbul rasa ini sumpah-sumpah,"Sudah muncul rasa ini, sungguh-sungguh"
Terjemahkan ke bahasa Indonesia baku.,Gemetar lihat ko yang imut sampai sumpah,"Gemetar lihat kamu yang imut, sungguh"
Terjemahkan ke bahasa Indonesia baku.,Takotak su ta konek sa deng ko,Pikiran sudah tak nyambung karena kamu
Terjemahkan ke bahasa Indonesia baku.,Kas jadi sa deng ko pu cinta baru kokoh,Buat aku dan cintamu jadi kuat
Terjemahkan ke bahasa Indonesia baku.,Sung lah tong dua jadian,Akhirnya kita berdua jadi pasangan
Terjemahkan ke bahasa Indonesia baku.,"Bagai penjinak ey, ko ini sapa pu anak","Seperti penjinak, kamu ini anak siapa"
Terjemahkan ke bahasa Indonesia baku.,Macam dari dulu tra bisa hilang dari benak,Seperti dari dulu tak bisa hilang dari pikiran
Terjemahkan ke bahasa Indonesia baku.,Harus duduk dulu diam sejenak,Harus duduk diam dulu sejenak
Terjemahkan ke bahasa Indonesia baku.,"Yo sa pikir-pikir cara baru, cari de pu slak","Aku berpikir cari cara baru, temukan celahnya"
Terjemahkan ke bahasa Indonesia baku.,Tapi nyatanya sangat menjangkit,Tapi nyatanya sangat menular (bikin jatuh cinta)
Terjemahkan ke bahasa Indonesia baku.,"Tra bisa mo lupa, aduh Tuhan su luka","Tak bisa lupa, aduh Tuhan sudah terluka"
Terjemahkan ke bahasa Indonesia baku.,"Sunglah ya, sa maju tabrak muka","Sudah ya, aku maju hadapi langsung"
Terjemahkan ke bahasa Indonesia baku.,Aduh ups pele perem ini sapa pu,Aduh ini perempuan milik siapa
Terjemahkan ke bahasa Indonesia baku.,Ko macam jampe-jampe sa pu hati melepuh,Kamu seperti mantra yang buat hatiku lemah
Terjemahkan ke bahasa Indonesia baku.,Dari jauh sa su pantau ko pu body sipetu,Dari jauh aku sudah perhatikan tubuhmu yang bagus
Terjemahkan ke bahasa Indonesia baku.,"Sa pikiran kacau-kacau, koi bikin belenggu","Pikiranku kacau, kamu membuatku terikat"
Terjemahkan ke bahasa Indonesia baku.,"Sa su jupen koi, jadi tolong ko pu nama","Aku sudah kenal kamu, jadi sebutkan namamu"
Terjemahkan ke bahasa Indonesia baku.,"Ternyata dari Doyo, ko manis bikin loyo","Ternyata dari Doyo, manismu bikin lemas"
Terjemahkan ke bahasa Indonesia baku.,"Ko kasih luluh hati, sungguh mati sontoloyo","Kamu buat hatiku luluh, sungguh keterlaluan"
Terjemahkan ke bahasa Indonesia baku.,hanya ko tu yang sa cinta,hanya kamu yang aku cinta
Terjemahkan ke bahasa Indonesia baku.,karna sa sayang sa minta,"karena aku sayang, aku minta"
Terjemahkan ke bahasa Indonesia baku.,jang ko pikiran laen laen sa ni pasti,"jangan berpikiran lain, aku sungguh serius"
Terjemahkan ke bahasa Indonesia baku.,bukan apa tapi sa ni rindu,"bukan apa-apa, tapi aku sedang rindu"
Terjemahkan ke bahasa Indonesia baku.,senin sampe minggu,dari hari senin sampai minggu
Terjemahkan ke bahasa Indonesia baku.,cinta ni su tatampong di tanah papua,cinta ini sudah tertanam di tanah Papua
Terjemahkan ke bahasa Indonesia baku.,ko yakin tuhan pasti pertemukan tong dua,aku yakin Tuhan pasti mempertemukan kita berdua
Terjemahkan ke bahasa Indonesia baku.,jika mentari tenggelam sa tarakan pergi,"jika matahari tenggelam, aku tidak akan pergi"
Terjemahkan ke bahasa Indonesia baku.,ko tara boleh takut sa ni banyak energi,"kamu jangan takut, aku masih punya banyak energi"
Terjemahkan ke bahasa Indonesia baku.,terakhir sa tarakan go,sampai akhir aku tidak akan pergi
Terjemahkan ke bahasa Indonesia baku.,ko tra usah pikir takaruang tentang sa,kamu tak perlu khawatir tentang aku
Terjemahkan ke bahasa Indonesia baku.,ko cukup bae bae dan cukup ko rasa,cukup kamu jaga dan rasakan dengan baik
Terjemahkan ke bahasa Indonesia baku.,kalo deng ko jadi satu torang dua,"kalau bersamamu, kita menjadi satu"
Terjemahkan ke bahasa Indonesia baku.,di papua ada crita tentang dia,di Papua ada cerita tentang dia
Terjemahkan ke bahasa Indonesia baku.,yang bikin sa rindu gelisah bikin bahagia,"yang membuat aku rindu, gelisah, dan bahagia"
Terjemahkan ke bahasa Indonesia baku.,sayang kapan pulang kapan tiba kapan bale,"sayang, kapan pulang, kapan tiba, kapan kembali"
Terjemahkan ke bahasa Indonesia baku.,sio sayang rindu cigi cigi sa yaro,"sayang, aku rindu sekali padamu"
Terjemahkan ke bahasa Indonesia baku.,ioo rindu ini su lama sa su taro,"iya, rindu ini sudah lama aku simpan"
Terjemahkan ke bahasa Indonesia baku.,senin sampe minggu rindu pas di hari kamis,"dari senin sampai minggu, rindu puncaknya di hari kamis"
Terjemahkan ke bahasa Indonesia baku.,dimana ko? sa rindu ko,di mana kamu? aku rindu kamu
Terjemahkan ke bahasa Indonesia baku.,sa disini masih akan terus mananti,aku di sini masih terus menanti
Terjemahkan ke bahasa Indonesia baku.,begini tahan rindu su stengah mati,menahan rindu setengah mati seperti ini
Terjemahkan ke bahasa Indonesia baku.,sayang kalo bosan ko bilang,sayang kalau bosan bilang saja
Terjemahkan ke bahasa Indonesia baku.,"ya kalo sa salah, tolong di ubah","ya kalau aku salah, tolong diperbaiki"
Terjemahkan ke bahasa Indonesia baku.,ko mo dapat juga dimana,kamu mau dapat juga di mana
Terjemahkan ke bahasa Indonesia baku.,biar ko sampe ke ujung dunia,biar kamu sampai ke ujung dunia
Terjemahkan ke bahasa Indonesia baku.,yang mengerti ko tu cuma saya,yang mengerti kamu itu cuma aku
Terjemahkan ke bahasa Indonesia baku.,ko sombong sampe stelan lupa sa,kamu sombong sampai gayanya lupa aku
Terjemahkan ke bahasa Indonesia baku.,bila ada waktu mari tong berbincang,bila ada waktu mari kita berbincang
Terjemahkan ke bahasa Indonesia baku.,yeah nah ko pigi cari,ya sudah kamu pergi cari
Terjemahkan ke bahasa Indonesia baku.,sa ini sudah yang paling mengerti,aku ini sudah yang paling mengerti
Terjemahkan ke bahasa Indonesia baku.,dari baik buruk tangkis ko pu beu,dari baik buruk aku tangkis semua untukmu
Terjemahkan ke bahasa Indonesia baku.,sampe mana tetap sa yang koi cari,sejauh mana tetap aku yang kamu cari
Terjemahkan ke bahasa Indonesia baku.,ko pu gelisah sa yang kas tenang,saat kamu gelisah aku yang menenangkan
Terjemahkan ke bahasa Indonesia baku.,sa yang tau sa kas senang,aku yang tahu cara membuatmu senang
Terjemahkan ke bahasa Indonesia baku.,jang ko mo slak sombong untuk jalan pica bunga,jangan sombong untuk jalan pica bunga
Terjemahkan ke bahasa Indonesia baku.,sa yang su mengerti dong su tau ko sa punya,aku yang sudah mengerti mereka sudah tahu kamu milikku
Terjemahkan ke bahasa Indonesia baku.,"pasti ko cari saya, ko tra akan lupa saya","pasti kamu cari aku, kamu tidak akan lupa aku"
Terjemahkan ke bahasa Indonesia baku.,ko pu manja goyang lidah sambil angkat alis,kamu manja goyang lidah sambil angkat alis
Terjemahkan ke bahasa Indonesia baku.,mo stelan jurus remot andalan apa bilang,mau gaya jurus remot andalan apa bilang saja
Terjemahkan ke bahasa Indonesia baku.,tetap ada sa dan ko akan kembali,tetap ada aku dan kamu akan kembali
Terjemahkan ke bahasa Indonesia baku.,sampe cara kas nyaman pun cuman sa saja yang mengerti,sampai cara membuat nyaman pun hanya aku yang mengerti
Terjemahkan ke bahasa Indonesia baku.,yeiy cinta ni ko punya,ya cinta ini kamu punya
Terjemahkan ke bahasa Indonesia baku.,mo cari sampe dimana tetap sa ni ko pu rumah,mau cari sampai ke mana tetap aku rumahmu
Terjemahkan ke bahasa Indonesia baku.,semuanya indah tinggal ikut ko pu suka,semuanya indah tinggal ikuti maumu
Terjemahkan ke bahasa Indonesia baku.,mo tampeleng tapi sio sa pu sayang ee,mau ku tampar tapi aku sayang
Terjemahkan ke bahasa Indonesia baku.,ko pu busuk sa tau ko pu kartu sa tau,kebusukanmu aku tahu kartu-kartu rahasiamu aku tahu
Terjemahkan ke bahasa Indonesia baku.,ko pigi baru bagemana kalo aroolu jauh,kamu pergi lalu bagaimana kalau jauh sekali
Terjemahkan ke bahasa Indonesia baku.,sa yang selalu sayang dan paling mengerti,aku yang selalu sayang dan paling mengerti
Terjemahkan ke bahasa Indonesia baku.,adoo ko jahat patah sa pu hati,aduh kamu jahat patahkan hatiku
Terjemahkan ke bahasa Indonesia baku.,pigi pigi ko ikut ko pu mau,pergi pergi kamu ikut kemauanmu
Terjemahkan ke bahasa Indonesia baku.,mo bagaimana pun tetap ko minta ampun,mau bagaimana pun tetap kamu minta ampun
Terjemahkan ke bahasa Indonesia baku.,tuhan su menuntun ko pu sa yang anggun,Tuhan sudah menuntun kamu ke aku yang anggun
Terjemahkan ke bahasa Indonesia baku.,siapapun tak bertahan ko pu ego beruntun,siapapun tidak bertahan dengan egomu yang beruntun
Terjemahkan ke bahasa Indonesia baku.,tanya dong pasti bilang ko wanita beruntung,tanya mereka pasti bilang kamu wanita beruntung
Terjemahkan ke bahasa Indonesia baku.,yo bunuh sa pu hati demi ko pu kesenangan,kamu bunuh hatiku demi kesenanganmu
Terjemahkan ke bahasa Indonesia baku.,tara tipu tapi jang ko bikin tinggal kenangan,aku tidak tipu tapi jangan jadikan tinggal kenangan
Terjemahkan ke bahasa Indonesia baku.,sa ada pada gerimis pasang surut hubungan,aku ada di saat gerimis pasang surut hubungan
Terjemahkan ke bahasa Indonesia baku.,sa pun yang selalu melengkapi tiap kekurangan,aku yang selalu melengkapi tiap kekurangan
Terjemahkan ke bahasa Indonesia baku.,Ludah-ludah dong yang tra suka,Biar saja orang yang tidak suka
Terjemahkan ke bahasa Indonesia baku.,Ko pi cari yang lain sudah,Pergi cari yang lain saja
Terjemahkan ke bahasa Indonesia baku.,Sio tabe sayang ko tabuang,"Aduh sayang, kamu buang begitu saja"
Terjemahkan ke bahasa Indonesia baku.,Tabe di tra usah main ganas,"Maaf, tidak usah bertindak kasar"
Terjemahkan ke bahasa Indonesia baku.,Tuani saja jang coba datang par mo ganggu,Jangan coba datang untuk mengganggu
Terjemahkan ke bahasa Indonesia baku.,Ini sa pu leide cinta buat crazy,Ini cintaku yang gila dibuat cinta
Terjemahkan ke bahasa Indonesia baku.,Jang takut seng ada yang lain,"Jangan takut, tak ada yang lain"
Terjemahkan ke bahasa Indonesia baku.,Nona pu manja-manja nona pu sifat bajaga,Si nona manja dan pandai menjaga diri
Terjemahkan ke bahasa Indonesia baku.,Nyong jaga hati jang mo tester nanti lain masuk testi,"Aku jaga hati, jangan coba tes, nanti yang lain masuk uji"
Terjemahkan ke bahasa Indonesia baku.,De su bahagia akan selalu setia sampe di hari tua,"Dia sudah bahagia, akan setia sampai tua"
Terjemahkan ke bahasa Indonesia baku.,Jadi kam sei jauh jauh,Jadi kalian jangan datang dekat-dekat
Terjemahkan ke bahasa Indonesia baku.,Aduh sio eh macam tra mampu,"Aduh sayang, rasanya tak mampu"
Terjemahkan ke bahasa Indonesia baku.,Maskawin tong su atur langsung tong menuju,"Mas kawinnya sudah diatur, kita siap menuju"
Terjemahkan ke bahasa Indonesia baku.,Ko sei sudah dari pada masalah,Kamu lebih baik menjauh dari masalah
Terjemahkan ke bahasa Indonesia baku.,Lebih baik jang ganggu itu sa yang punya,"Lebih baik jangan ganggu, itu milikku"
Terjemahkan ke bahasa Indonesia baku.,Jang jadi pengganggu ko tu cuma benalu,"Jangan jadi pengganggu, kamu hanya benalu"
Terjemahkan ke bahasa Indonesia baku.,Yang di saat di butuh kalo keluar rumah,Yang datang hanya saat dibutuhkan
Terjemahkan ke bahasa Indonesia baku.,Ko stop sudah dengan ko pu takalekang,Berhentilah dengan kebiasaanmu yang buruk
Terjemahkan ke bahasa Indonesia baku.,Karna tong dua bangun tingkat tara gampang,Karena hubungan kita tidak mudah dibangun
Terjemahkan ke bahasa Indonesia baku.,Ko kasih pisah tong dua,Kamu yang membuat kita terpisah
Terjemahkan ke bahasa Indonesia baku.,Kalo ko su putus deng dia,Kalau kamu sudah putus dengan dia
Terjemahkan ke bahasa Indonesia baku.,Karna sa lihat ko deng dia,Karena aku lihat kamu dengan dia
Terjemahkan ke bahasa Indonesia baku.,Ingat sayang sa masih ada,"Ingat sayang, aku masih ada"
Terjemahkan ke bahasa Indonesia baku.,Calling-calling kalo kam su putus,Telepon saja kalau kamu sudah putus
Terjemahkan ke bahasa Indonesia baku.,Masih ada sa pu cinta tulus,Masih ada cintaku yang tulus
Terjemahkan ke bahasa Indonesia baku.,Mungkin satu dari kam su bosan,Mungkin salah satu dari kalian sudah bosan
Terjemahkan ke bahasa Indonesia baku.,Dan yang satu mulai cari alasan,Dan yang satunya mulai cari alasan
Terjemahkan ke bahasa Indonesia baku.,Sa lihat kam dua su macam beda arah,Aku lihat kalian berdua sudah seperti beda arah
Terjemahkan ke bahasa Indonesia baku.,Mending bubar saja jang sampe koe lupa,"Lebih baik bubar saja, jangan sampai kamu lupa"
Terjemahkan ke bahasa Indonesia baku.,De rayu ko pu marah pake coki-coki,Dia merayu kamu yang marah pakai cara manis
Terjemahkan ke bahasa Indonesia baku.,Gaya sana sini jadi joki-joki,Gayanya di mana-mana seperti pemain cadangan
Terjemahkan ke bahasa Indonesia baku.,Ko laki kaget baru bilang hoki-hoki,Pacarmu kaget baru bilang beruntung-beruntung
Terjemahkan ke bahasa Indonesia baku.,Silahkan cari sa agar ko bisa,Silakan cari aku supaya kamu bisa
Terjemahkan ke bahasa Indonesia baku.,Jauh dari dia yang bikin ko tersiksa,Jauh dari dia yang membuatmu tersiksa
Terjemahkan ke bahasa Indonesia baku.,Di dalam sa pu da da da masih ada da,Di dalam hatiku masih ada dirimu
Terjemahkan ke bahasa Indonesia baku.,Dalam bahaya ka tidak sapa suruh pindah,Dalam bahaya atau tidak siapa suruh pindah
Terjemahkan ke bahasa Indonesia baku.,Sa su bilang de tu cuma singgah,Aku sudah bilang dia itu cuma singgah
Terjemahkan ke bahasa Indonesia baku.,Yoi sa masih pake nomor lama,Iya aku masih pakai nomor lama
Terjemahkan ke bahasa Indonesia baku.,Calling sa tara usah pake drama,Telepon aku tidak usah pakai drama
Terjemahkan ke bahasa Indonesia baku.,Ingat ko pu cara sa su tau,"Ingat, aku sudah tahu caramu"
Terjemahkan ke bahasa Indonesia baku.,Sa selalu lihat de pukul ko,Aku selalu lihat dia memukulmu
Terjemahkan ke bahasa Indonesia baku.,Itu kah yang ko bilang de cinta ko?,Itu yang kamu bilang dia mencintaimu?
Terjemahkan ke bahasa Indonesia baku.,Ko.. Sa masih tunggu deng senantiasa,Kamu.. aku masih menunggu dengan setia
Terjemahkan ke bahasa Indonesia baku.,Ko.. Deng dia pasti belum terbiasa,Kamu.. dengan dia pasti belum terbiasa
Terjemahkan ke bahasa Indonesia baku.,Tara perlu lagi ko mau tentukan,Tidak perlu lagi kamu yang menentukan
Terjemahkan ke bahasa Indonesia baku.,Biar sampe dimana sa pasti ko akan perlukan,Biar sampai di mana pun aku pasti kamu perlukan
Terjemahkan ke bahasa Indonesia baku.,Arah hati sa yang tentukan,Arah hati aku yang tentukan
Terjemahkan ke bahasa Indonesia baku.,Pikir apa sa yang masukan,Pikir apa yang aku masukkan
Terjemahkan ke bahasa Indonesia baku.,Sa ada ni janji ni sa ada ni,Aku ada dengan janji ini
Terjemahkan ke bahasa Indonesia baku.,Sa ada ni janji Anjani,Aku ada dengan janji Anjani
Terjemahkan ke bahasa Indonesia baku.,Hati ni ko ikat tra berdaya,Hati ini kamu ikat tak berdaya
Terjemahkan ke bahasa Indonesia baku.,Susah talapas karna cinta ni su paten,Susah terlepas karena cinta ini sudah kuat
Terjemahkan ke bahasa Indonesia baku.,Sa su losten koe jang ko ragu sayang tu cuma koe,Aku sudah ikhlas kamu jangan ragu sayang itu cuma kamu
Terjemahkan ke bahasa Indonesia baku.,Anjani Anjani cinta ni sa jaga buat koi,Anjani Anjani cinta ini aku jaga untukmu
Terjemahkan ke bahasa Indonesia baku.,Anjani Anjani stengah mati sa su jaga buat koi,Anjani Anjani setengah mati aku sudah jaga untukmu
Terjemahkan ke bahasa Indonesia baku.,Sama-sama jaga cinta ko tu yang kandung ka,Sama-sama jaga cinta kamu itu yang punya
Terjemahkan ke bahasa Indonesia baku.,Gandeng cinta Anjeni ah ple cinta sa ada ni Anjani,Genggam cinta Anjani aku ada dengan cinta ini Anjani
Terjemahkan ke bahasa Indonesia baku.,Tagalek deng ko bom-bom cinta sa yang tampong,Bersama kamu bom-bom cinta aku yang tampung
Terjemahkan ke bahasa Indonesia baku.,Kaget-kaget tosa kan ikat ko,Kaget-kaget aku akan ikat kamu
Terjemahkan ke bahasa Indonesia baku.,Masuk adat ko amin dengan ko,Masuk adat aku amin denganmu
Terjemahkan ke bahasa Indonesia baku.,Jadi kalo hambak nati jadi lepe lepe,Jadi kalau hambat nanti jadi lambat
Terjemahkan ke bahasa Indonesia baku.,Ado kaka menyerah kalo ade ko marah,Aduh kakak menyerah kalau adik marah
Terjemahkan ke bahasa Indonesia baku.,Anjani-anjani kaka sayang sekali,Anjani Anjani kakak sayang sekali
Terjemahkan ke bahasa Indonesia baku.,Ko juga mo mepet-mepet sempat ko tra mo lepas,Kamu juga mau dekat-dekat sempat kamu tak mau lepas
Terjemahkan ke bahasa Indonesia baku.,Anjani mandi emot ko stell kaka macam remot,Anjani mandi senyum kamu setel kakak seperti remote
Terjemahkan ke bahasa Indonesia baku.,Anjani-anjani ko saja yang temani,Anjani Anjani kamu saja yang temani
Terjemahkan ke bahasa Indonesia baku.,Temani ladeni macam deng laki bini,Temani layani seperti suami istri
Terjemahkan ke bahasa Indonesia baku.,Ko ambil jantung lapis deng hati ini,Kamu ambil jantung lapisi dengan hati ini
Terjemahkan ke bahasa Indonesia baku.,Mo kas tinggal sa rasa tra brani,Mau tinggalkan aku rasanya tidak berani
Terjemahkan ke bahasa Indonesia baku.,Cin no limit trada pagu kas tabuang rasa ragu,Cinta tanpa batas tidak ada pagu hilangkan rasa ragu
Terjemahkan ke bahasa Indonesia baku.,Ko tra mau sa tapi ko datang,Kamu tidak mau aku tapi kamu datang
Terjemahkan ke bahasa Indonesia baku.,Sa mau ko tapi de yang ko sayang,Aku mau kamu tapi dia yang kamu sayang
Terjemahkan ke bahasa Indonesia baku.,Sa yang temani pagi dan malam,Aku yang menemani pagi dan malam
Terjemahkan ke bahasa Indonesia baku.,Karna sa bingung apa yang harus sa buat,Karena aku bingung apa yang harus aku lakukan
Terjemahkan ke bahasa Indonesia baku.,Dengar ko pung komitmen jujur sa tra kuat,Dengar komitmenmu jujur aku tidak kuat
Terjemahkan ke bahasa Indonesia baku.,Datang ke sa tapi sa yang jaga apa,Datang padaku tapi apa yang aku jaga
Terjemahkan ke bahasa Indonesia baku.,Macam rasa ini sungguh tra di hitung,Seakan perasaan ini sungguh tidak dianggap
Terjemahkan ke bahasa Indonesia baku.,Mungkin karena sa yang kurang beruntung,Mungkin karena aku yang kurang beruntung
Terjemahkan ke bahasa Indonesia baku.,Ko punya mau itu buat sa binggung,Keinginanmu itu membuat aku bingung
Terjemahkan ke bahasa Indonesia baku.,Sa juga ada hati tolong jangan digantung,Aku juga punya hati tolong jangan digantung
Terjemahkan ke bahasa Indonesia baku.,Sa yang temani ko disetiap waktu,Aku yang menemani kamu di setiap waktu
Terjemahkan ke bahasa Indonesia baku.,Sa coba berjuan itu hati ka batu,Aku coba berjuang tapi hatimu keras
Terjemahkan ke bahasa Indonesia baku.,Bukanya sa paksa untuk ko balik pigi,Bukan aku paksa kamu untuk kembali pergi
Terjemahkan ke bahasa Indonesia baku.,Sajujur ni sa ni tra kuat,Sejujurnya aku ini tidak kuat
Terjemahkan ke bahasa Indonesia baku.,Jangan datang kalo ko bagi cinta su tarada,Jangan datang kalau kamu tidak punya cinta lagi
Terjemahkan ke bahasa Indonesia baku.,Kalo sebatas teman biar sa terima,Kalau sebatas teman biar aku terima
Terjemahkan ke bahasa Indonesia baku.,Sani su berjuang juga ais percuma,Aku sudah berjuang tapi tetap percuma
Terjemahkan ke bahasa Indonesia baku.,Trakan pernah jadi amin yang sama,Tidak akan pernah jadi doa yang sama
Terjemahkan ke bahasa Indonesia baku.,Eh aduh kaka yang baju hitam,"Wah, kakak yang berbaju hitam"
Terjemahkan ke bahasa Indonesia baku.,Eh ampun sa tra bisa tahan,"Aduh, aku tidak bisa menahan diri"
Terjemahkan ke bahasa Indonesia baku.,Sa deng dia jadian,Aku dan dia bisa menjadi pasangan
Terjemahkan ke bahasa Indonesia baku.,Yeah yeskon yang model begini sudah pasti insos,"Ya, yang model begini sudah pasti menawan"
